id,funded_amount,loan_amount,activity,sector,use,country_code,borrower_genders,date,polarity_score,neutral,negative,positive,sentiment
992475,325.0,325.0,Cafe,Food,buy ingredients for the coffee shop.,CO,female,2015-12-09,0.0,1.0,0.0,0.0,Neutral
755067,6450.0,6450.0,Home Appliances,Personal Use,to buy a television for her home.,PE,"female, female, female, male, female, female, female, female, female, female, female, male",2014-08-15,0.0,1.0,0.0,0.0,Neutral
1083692,125.0,125.0,Grocery Store,Food,"A LOAN OF KSHS 10,000 WILL HELP ME TO BUY MORE CEREALS.",KE,female,2014-09-22,0.0,1.0,0.0,0.0,Neutral
983507,1350.0,1350.0,Retail,Retail,to purchase more goods to resell.,VN,"female, female, female",2015-11-23,0.0,1.0,0.0,0.0,Neutral
1042836,3175.0,3175.0,Clothing Sales,Clothing,"purchase traditional clothing products such as sashes, belts, and huipil blouses.",GT,"female, female, female, female, female, female, female",2016-03-22,0.0,1.0,0.0,0.0,Neutral
1252095,200.0,200.0,Pigs,Agriculture,to buy feeds and other supplies to raise her pigs,PH,female,2017-03-07,0.0,1.0,0.0,0.0,Neutral
1047859,250.0,250.0,Retail,Retail,to buy food products (spaghetti and oil),HT,female,2016-03-31,0.0,1.0,0.0,0.0,Neutral
1039113,425.0,425.0,Tailoring,Services,to buy fabric material and yarn to make office uniforms,ID,"female, female, female",2016-03-16,0.0,1.0,0.0,0.0,Neutral
748237,2675.0,2675.0,Grocery Store,Food,"to buy Kibuku (local brew) beers, sodas, juice and water.",TZ,"female, female, female, female, male, female, female, female, female, female, female, female, female, female",2014-08-01,0.0,1.0,0.0,0.0,Neutral
1295059,525.0,525.0,Home Energy,Personal Use,a 100-watt solar powered system with 5 lights and accessories to be installed on his farm.,NI,male,2017-05-09,0.0,1.0,0.0,0.0,Neutral
1275824,500.0,500.0,Food Production/Sales,Food,to purchase an industrial griddle to begin to sell pupusas and have an additional source of income.,SV,female,2017-04-08,0.0,1.0,0.0,0.0,Neutral
912802,1400.0,1400.0,Clothing Sales,Clothing,to buy and sell traditional clothing.,GT,"female, female, female, female",2015-07-03,0.0,1.0,0.0,0.0,Neutral
915792,175.0,175.0,Food Production/Sales,Food,to buy more sausage and  hot dogs. ,PH,female,2015-07-10,0.0,1.0,0.0,0.0,Neutral
1049557,100.0,100.0,Farming,Agriculture,to buy poultry.,KE,female,2016-04-05,0.0,1.0,0.0,0.0,Neutral
1026988,475.0,475.0,Higher education costs,Education,to pay university fees.,PY,male,2016-02-22,0.0,1.0,0.0,0.0,Neutral
1243276,225.0,225.0,Food Market,Food,"to pay for fish, beans, palm oil and onions.",SL,"female, female, female",2017-02-21,0.0,1.0,0.0,0.0,Neutral
1218722,800.0,1400.0,Cattle,Agriculture,to buy cows to fatten and sell,UG,male,2017-01-11,0.0,1.0,0.0,0.0,Neutral
1321740,450.0,450.0,Cosmetics Sales,Retail,to buy 1 bag and a half of soap.,BF,"female, female, female",2017-06-16,0.0,1.0,0.0,0.0,Neutral
662186,625.0,625.0,Farming,Agriculture,to purchase produce to sell,UG,female,2014-01-27,0.0,1.0,0.0,0.0,Neutral
1249707,300.0,300.0,Fuel/Firewood,Retail,to buy cylinders of propane gas to sell to her customers.,SV,female,2017-03-02,0.0,1.0,0.0,0.0,Neutral
1298221,100.0,100.0,General Store,Retail,"to buy items to sell like beverages, canned goods, junk foods, home product care, and other groceries",PH,female,2017-05-15,0.0,1.0,0.0,0.0,Neutral
1267524,300.0,300.0,Fruits & Vegetables,Food,"to purchase more stock of kale, cabbage, and tomatoes to sell.",KE,female,2017-03-27,0.0,1.0,0.0,0.0,Neutral
725121,600.0,600.0,Food Stall,Food,to buy a cart to roam the city and sell his sweets. ,PS,male,2014-06-15,0.0,1.0,0.0,0.0,Neutral
962038,400.0,1050.0,Food Production/Sales,Food,"to buy a pot, fryer, bags of flour, sack of chicken and a vegetable oil",WS,female,2015-10-13,0.0,1.0,0.0,0.0,Neutral
1329620,25.0,325.0,Shoe Sales,Retail,to buy 25 pairs of shoes.,TG,female,2017-06-29,0.0,1.0,0.0,0.0,Neutral
783957,225.0,225.0,General Store,Retail,"to buy candies, biscuits, cooking oil, shampoo in sachets, soy sauce, vinegar and sugar",PH,female,2014-10-16,0.0,1.0,0.0,0.0,Neutral
1198988,150.0,150.0,Personal Medical Expenses,Health,to pay for her treatment at the medical clinic. ,TJ,female,2016-12-06,0.0,1.0,0.0,0.0,Neutral
992706,375.0,375.0,Fishing,Food,to buy fish nets and other fishing supplies,PH,female,2015-12-10,0.0,1.0,0.0,0.0,Neutral
1295241,775.0,775.0,Sewing,Services,"to buy cloth, thread, buttons, zippers, etc.",EC,female,2017-05-10,0.0,1.0,0.0,0.0,Neutral
1072694,1200.0,1200.0,Food Production/Sales,Food,to buy soumbala (a traditional condiment) for resale.,BF,"female, female, female, female, female, female, female, female",2016-05-20,0.0,1.0,0.0,0.0,Neutral
828910,425.0,425.0,Poultry,Agriculture,to start her business in order to have a dignified life and a means of supporting herself.  She will purchase chickens and build a coop to protect them from the elements. ,CO,female,2015-01-16,0.0,1.0,0.0,0.0,Neutral
840870,475.0,475.0,Motorcycle Transport,Transportation,To pay for the maintenance of her tricycle unit.,PH,female,2015-02-14,0.0,1.0,0.0,0.0,Neutral
1045870,800.0,800.0,Clothing Sales,Clothing,"to buy more clothing for women, men, adults and children, so she can continue selling at her stand",SV,female,2016-03-29,0.0,1.0,0.0,0.0,Neutral
930620,525.0,525.0,Personal Housing Expenses,Housing,"buy iron, cement, stone, nails, wire and zinc plates in order to continue with a construction project.",MZ,male,2015-08-11,0.0,1.0,0.0,0.0,Neutral
836893,275.0,275.0,General Store,Retail,to purchase more groceries to sell.,PH,female,2015-02-06,0.0,1.0,0.0,0.0,Neutral
717652,450.0,1325.0,Farm Supplies,Agriculture,to buy agricultural supplies to help her corn crops.,HN,female,2014-05-28,0.0,1.0,0.0,0.0,Neutral
713884,375.0,500.0,Personal Housing Expenses,Housing,to purchase furniture for the house.,SV,male,2014-05-21,0.0,1.0,0.0,0.0,Neutral
875612,125.0,600.0,General Store,Retail,"add M-pesa float and buy stock of sugar, flour and other items",KE,male,2015-04-24,0.0,1.0,0.0,0.0,Neutral
656295,1200.0,2000.0,Animal Sales,Agriculture,to buy livestock and start his own business,TJ,male,2014-01-11,0.0,1.0,0.0,0.0,Neutral
1113000,475.0,475.0,Food Production/Sales,Food,"to buy construction materials: concrete, gravel, rebar, flooring, and others.",CO,female,2016-07-07,0.0,1.0,0.0,0.0,Neutral
1202791,600.0,600.0,Used Clothing,Clothing,to buy more clothing such as shirts  for men and ladies with slippers to meet customers demands.,GH,"male, female, female, male",2016-12-13,0.0,1.0,0.0,0.0,Neutral
869651,1700.0,1700.0,Farming,Agriculture,to purchase hybrid seeds and fertilizer for the cultivation of maize							,KE,"female, male, female, male, male, female, female, female, female, female, female, female, female, female",2015-04-14,0.0,1.0,0.0,0.0,Neutral
874712,975.0,975.0,Sewing,Services,to buy a sewing machine and sewing supplies.,TJ,female,2015-04-23,0.0,1.0,0.0,0.0,Neutral
857518,1000.0,1000.0,Grocery Store,Food,to buy food products and open a grocery store.,TJ,male,2015-03-18,0.0,1.0,0.0,0.0,Neutral
814744,575.0,850.0,Electrical Goods,Retail,to purchase spare electrical parts and appliances ,KE,male,2014-12-15,0.0,1.0,0.0,0.0,Neutral
1199414,50.0,50.0,Home Appliances,Personal Use,to buy an eco-friendly stove.,KE,female,2016-12-06,0.0,1.0,0.0,0.0,Neutral
1193465,500.0,500.0,Shoe Sales,Retail,to buy more shoes to sell and to pay for transport.,EC,female,2016-11-25,0.0,1.0,0.0,0.0,Neutral
837652,150.0,150.0,General Store,Retail,"to buy additional items to sell such as candies, toys, juices, groceries, etc.",PH,female,2015-02-09,0.0,1.0,0.0,0.0,Neutral
1209327,550.0,550.0,Farming,Agriculture,to buy tomato seeds and fertilizer.,GT,female,2016-12-22,0.0,1.0,0.0,0.0,Neutral
1068685,4850.0,4850.0,Food Production/Sales,Food,to buy tables and chair to sell food on the street,BO,"female, female, female, female, female, female, female, female, female",2016-05-13,0.0,1.0,0.0,0.0,Neutral
687581,200.0,200.0,Tailoring,Services,to buy uniform materials for selling to schools.,UG,male,2014-03-22,0.0,1.0,0.0,0.0,Neutral
820819,375.0,375.0,Agriculture,Agriculture,to buy livestock feed for the winter,TJ,female,2014-12-26,0.0,1.0,0.0,0.0,Neutral
1044566,225.0,225.0,Grocery Store,Food,"to buy additional ""sari-sari"" (variety) consumable items for retail",PH,female,2016-03-27,0.0,1.0,0.0,0.0,Neutral
1152299,400.0,400.0,General Store,Retail,"to buy items to sell like canned goods, personal care products, bread, shampoo, spices, noodles and other snack foods.",PH,female,2016-09-18,0.0,1.0,0.0,0.0,Neutral
1241084,1025.0,1025.0,Auto Repair,Services,buy used tires.,HN,"male, male, male",2017-02-17,0.0,1.0,0.0,0.0,Neutral
1242079,200.0,200.0,Pigs,Agriculture,"to purchase sacks of feed, additional piglets and other materials to raise her pigs.",PH,female,2017-02-20,0.0,1.0,0.0,0.0,Neutral
898249,1275.0,1275.0,Restaurant,Food,to purchase materials for building his place of business,TG,male,2015-06-08,0.0,1.0,0.0,0.0,Neutral
968598,1400.0,1400.0,Clothing Sales,Clothing,to buy clothing for her business.,SV,female,2015-10-24,0.0,1.0,0.0,0.0,Neutral
859225,500.0,500.0,Shoe Sales,Retail,buy women's sandals and shoes for resale,SV,male,2015-03-20,0.0,1.0,0.0,0.0,Neutral
886955,1025.0,1025.0,Metal Shop,Manufacturing,To expand their family's aluminum shop,JO,female,2015-05-18,0.0,1.0,0.0,0.0,Neutral
1049212,500.0,500.0,Natural Medicines,Health,"to buy totumo syrup, propolis, vitamin E, camomile tea, calendula soap amongst other high turn-over products.",CO,female,2016-04-04,0.0,1.0,0.0,0.0,Neutral
1247419,2425.0,2425.0,Personal Housing Expenses,Housing,to buy building materials  to repair her house.,VN,"female, female, female",2017-02-28,0.0,1.0,0.0,0.0,Neutral
963452,550.0,550.0,Personal Expenses,Personal Use,to build sanitation at their home to improve access to sanitation and clean water for their family.,ID,female,2015-10-15,0.0,1.0,0.0,0.0,Neutral
1102715,775.0,775.0,Home Products Sales,Retail,to buy merchandise.,EC,female,2016-06-20,0.0,1.0,0.0,0.0,Neutral
1020952,300.0,300.0,General Store,Retail,"to purchase products for her store such as detergent, oil, noodles, etc.",PE,female,2016-02-10,0.0,1.0,0.0,0.0,Neutral
1195861,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,"female, female",2016-11-30,0.0,1.0,0.0,0.0,Neutral
1008060,325.0,325.0,Charcoal Sales,Retail,to buy more sacks of charcoal to sell,PH,female,2016-01-14,0.0,1.0,0.0,0.0,Neutral
1284551,125.0,125.0,Personal Housing Expenses,Housing,to build a sanitary toilet for her family,PH,female,2017-04-24,0.0,1.0,0.0,0.0,Neutral
1137352,725.0,725.0,Beverages,Food,to buy more crates and bundles of soft drinks.,SL,"female, female, female, female",2016-08-22,0.0,1.0,0.0,0.0,Neutral
864077,400.0,400.0,Furniture Making,Manufacturing,to purchase a compressor and dyes to be able to do this work on his own.,CO,male,2015-03-30,0.0,1.0,0.0,0.0,Neutral
870592,875.0,875.0,Farming,Agriculture,"to buy cost-efficient maize seeds and fertilizer for the coming harvesting season, as well as a solar light.",KE,"female, female, male, female, male, female, female, female, female, female, female",2015-04-16,0.0,1.0,0.0,0.0,Neutral
982715,350.0,350.0,Weaving,Arts,"to buy nito and buri (a kind of palm), wicker (pliable twig) and to purchase piglets and feed.",PH,female,2015-11-21,0.0,1.0,0.0,0.0,Neutral
855001,225.0,225.0,Fruits & Vegetables,Food,to purchase sacks of coconuts for resale.,KE,female,2015-03-13,0.0,1.0,0.0,0.0,Neutral
921692,400.0,400.0,Personal Housing Expenses,Housing,"to invest in metal sheeting, wood, and beams in order to begin the construction of a bedroom.",SV,female,2015-07-22,0.0,1.0,0.0,0.0,Neutral
998680,400.0,400.0,General Store,Retail,"to buy items like canned goods, personal care products, etc. to sell in her store.",PH,female,2015-12-22,0.0,1.0,0.0,0.0,Neutral
1279709,1000.0,1000.0,General Store,Retail,"to buy oil, rice, corn and sugar among other things, to be able to stock his shop and help his children with their studies.",SV,male,2017-04-16,0.0,1.0,0.0,0.0,Neutral
1307570,200.0,200.0,Clothing Sales,Clothing,to purchase more shoes and clothes for sale to help her pay school fees for her school-going child.,KE,female,2017-05-26,0.0,1.0,0.0,0.0,Neutral
1172314,850.0,850.0,Taxi,Transportation,to pay the toll for his newly purchased car and serve people as a taxi driver.,GE,male,2016-10-21,0.0,1.0,0.0,0.0,Neutral
1166841,150.0,525.0,Farming,Agriculture,"to buy agricultural supplies in bulk, such as manure, fertilisers, pesticide and larvicide, among others.",CO,male,2016-10-12,0.0,1.0,0.0,0.0,Neutral
956949,325.0,325.0,Farming,Agriculture,to buy additional sacks of fertilizers for her farm.,PH,female,2015-10-02,0.0,1.0,0.0,0.0,Neutral
1314355,925.0,925.0,Sewing,Services,"to buy a computerized sewing machine, with which to make more high-quality dresses for her customers and, thus, to earn more income to support her family.",TJ,female,2017-06-06,0.0,1.0,0.0,0.0,Neutral
686619,300.0,300.0,Food Production/Sales,Food,buy condiments,ML,"female, female, female, female, female, female, female, female, female",2014-03-20,0.0,1.0,0.0,0.0,Neutral
804192,125.0,125.0,Retail,Retail,to buy more variety of grocery goods to sell in her store.,PH,female,2014-11-24,0.0,1.0,0.0,0.0,Neutral
1299291,625.0,625.0,Pigs,Agriculture,"to buy additional sacks of feeds, vaccines, vitamins and other materials to raise her pigs.",PH,female,2017-05-16,0.0,1.0,0.0,0.0,Neutral
966102,5775.0,5775.0,Retail,Retail,to buy shoes and varied clothing to sell.,PY,"female, female, female, female, female, female, female, female, female, female, female, female, female, female, female",2015-10-20,0.0,1.0,0.0,0.0,Neutral
1110428,350.0,350.0,Used Clothing,Clothing,to increase her business.,CM,female,2016-07-01,0.0,1.0,0.0,0.0,Neutral
923828,800.0,800.0,Food Stall,Food,to pay the first installment at a new locale where she will start her new fast food business  and to buy primary ingredients for making the food.  ,SV,female,2015-07-27,0.0,1.0,0.0,0.0,Neutral
960897,150.0,150.0,Poultry,Agriculture,to start a poultry-raising business.,CO,female,2015-10-09,0.0,1.0,0.0,0.0,Neutral
1107815,75.0,75.0,Cosmetics Sales,Retail,"five dozen bottles of nail polish, ten packs of fake nails, and ten dozen combs.",TG,female,2016-06-28,0.0,1.0,0.0,0.0,Neutral
1154105,1200.0,1200.0,Higher education costs,Education,to pay the paperwork that will give her older daughter her college diploma,BO,female,2016-09-20,0.0,1.0,0.0,0.0,Neutral
1295300,225.0,225.0,Pigs,Agriculture,to buy feeds and vitamins for her pigs.,PH,female,2017-05-10,0.0,1.0,0.0,0.0,Neutral
1085069,125.0,125.0,Agriculture,Agriculture,"buy more quality breed of cows fro KARI, build a decent housing and buy more quality feeds for my cows.",KE,female,2014-10-30,0.0,1.0,0.0,0.0,Neutral
830858,1350.0,1350.0,Health,Health,To allow his community to treat their water to make it safe to drink using chlorine dispensers,KE,"female, male, female",2015-01-21,0.0,1.0,0.0,0.0,Neutral
1022302,350.0,350.0,Bakery,Food,"to buy a new baking oven to help increase his production capacity for cakes and pastries, thus allowing him to take more orders beyond his current capacity.",KE,male,2016-02-13,0.0,1.0,0.0,0.0,Neutral
1012594,450.0,450.0,Metal Shop,Manufacturing,to buy tools for a metal-fabrication business.,SV,male,2016-01-22,0.0,1.0,0.0,0.0,Neutral
995492,300.0,300.0,Phone Accessories,Retail,"to purchase more items such as calling cards, memory cards, and mobile batteries",PK,female,2015-12-15,0.0,1.0,0.0,0.0,Neutral
1123503,275.0,500.0,General Store,Retail,to buy commodities for her husband's general store.,PK,female,2016-07-26,0.0,1.0,0.0,0.0,Neutral
702794,500.0,500.0,Clothing Sales,Clothing,"To purchase more towels, shoes, jeans, shirts, skirts, track suits, and T-shirts to increase her supplies.",ZW,female,2014-04-25,0.0,1.0,0.0,0.0,Neutral
759356,775.0,775.0,Farming,Agriculture,To buy a quality dairy cow.,KE,female,2014-08-25,0.0,1.0,0.0,0.0,Neutral
938031,550.0,550.0,Retail,Retail,"to buy rocking chairs, clothes, and household appliances.",NI,female,2015-08-25,0.0,1.0,0.0,0.0,Neutral
709443,250.0,250.0,Food Market,Food,"to buy more rice, pepper, bitter ball, vita, onion, salt, etc. for her business.",LR,female,2014-05-13,0.0,1.0,0.0,0.0,Neutral
971009,100.0,100.0,Metal Shop,Manufacturing,to buy a soldering machine for his workshop.,SV,male,2015-10-29,0.0,1.0,0.0,0.0,Neutral
1202052,425.0,425.0,Animal Sales,Agriculture,as additional capital in the purchase of a cow and carabao (a type of water buffalo).,PH,female,2016-12-12,0.0,1.0,0.0,0.0,Neutral
759881,250.0,250.0,Higher education costs,Education,to pay for his tuition fees,PH,male,2014-08-26,0.0,1.0,0.0,0.0,Neutral
1276704,325.0,325.0,Cereals,Food,to buy 100 bags of white rice.,MG,female,2017-04-10,0.0,1.0,0.0,0.0,Neutral
1270972,1925.0,1925.0,Sewing,Services,"to pay for a sewing machine, plain cloth materials, and sewing equipment for her sewing business.",SB,"female, female, female, female",2017-03-31,0.0,1.0,0.0,0.0,Neutral
1306656,1250.0,1250.0,Personal Housing Expenses,Housing,to renovate her old house to be better for her family members to live.,KH,"female, female",2017-05-25,0.0,1.0,0.0,0.0,Neutral
1080596,250.0,250.0,Services,Services," buy sand,cement and pay for the repair work .",KE,female,2014-02-27,0.0,1.0,0.0,0.0,Neutral
1027077,175.0,175.0,Transportation,Transportation,to buy spare parts and other supplies needed in her business,PH,female,2016-02-23,0.0,1.0,0.0,0.0,Neutral
972117,3975.0,3975.0,Clothing Sales,Clothing,"to buy articles of clothing for resale such as blouses, T-shirts, and pants.",PY,"female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female",2015-11-01,0.0,1.0,0.0,0.0,Neutral
772155,1575.0,1575.0,Agriculture,Agriculture,"to buy five boxes of onion seeds, and five sacks of fertiliser.",BF,"male, male, male, male, male",2014-09-20,0.0,1.0,0.0,0.0,Neutral
1260200,1100.0,1100.0,Home Energy,Personal Use,to purchase a 270-watt solar energy system with 12 lights for his home.,NI,male,2017-03-17,0.0,1.0,0.0,0.0,Neutral
742051,175.0,175.0,Retail,Retail,"buy enough goods that is (rice, salt, red oil, union etc)",LR,female,2014-07-20,0.0,1.0,0.0,0.0,Neutral
1046711,2550.0,2550.0,Fruits & Vegetables,Food,"to purchase water melons, cabbages, Irish potatoes, tomatoes, onions, carrots, and bananas.",TZ,"female, female, female, female",2016-03-30,0.0,1.0,0.0,0.0,Neutral
702933,725.0,725.0,Personal Housing Expenses,Housing,"to purchase sand, cement and bricks to build a toilet.",VN,female,2014-04-26,0.0,1.0,0.0,0.0,Neutral
929147,200.0,200.0,Poultry,Agriculture,To buy poultry,KE,female,2015-08-07,0.0,1.0,0.0,0.0,Neutral
703069,250.0,250.0,Retail,Retail,"To buy clothing (skirts, blouses, pants, dresses, etc.) and glassware (cups, saucers, glasses, etc.)",SV,male,2014-04-26,0.0,1.0,0.0,0.0,Neutral
700073,400.0,400.0,Agriculture,Agriculture,to buy supplies for his farming business.,SV,male,2014-04-21,0.0,1.0,0.0,0.0,Neutral
1284317,450.0,450.0,Personal Housing Expenses,Housing,to build a latrine to improve the health of her family.,VN,female,2017-04-24,0.0,1.0,0.0,0.0,Neutral
1184293,350.0,350.0,Motorcycle Transport,Transportation,to buy spare parts for her motorcycle rentals.,PH,female,2016-11-14,0.0,1.0,0.0,0.0,Neutral
1126671,975.0,975.0,Clothing Sales,Clothing,to buy underwear for women,HN,female,2016-07-30,0.0,1.0,0.0,0.0,Neutral
1019431,1500.0,1500.0,Farming,Agriculture,to lease 3 ha land and to pay for sowing works.,AM,male,2016-02-08,0.0,1.0,0.0,0.0,Neutral
1224157,425.0,425.0,Personal Housing Expenses,Housing,"to purchase light construction materials such as plywood, nails and sticks",PH,female,2017-01-21,0.0,1.0,0.0,0.0,Neutral
797879,1125.0,1125.0,General Store,Retail,"to purchase additional stock like feed, snack foods, candies, biscuits, coffee, sugar, soft drinks, etc. to sell.",PH,female,2014-11-13,0.0,1.0,0.0,0.0,Neutral
1073665,200.0,200.0,Fish Selling,Food,to buy more variety of fish to sell,PH,female,2016-05-23,0.0,1.0,0.0,0.0,Neutral
1256270,500.0,500.0,Poultry,Agriculture,to purchase more chicks and more chick feed.,ZW,female,2017-03-13,0.0,1.0,0.0,0.0,Neutral
931849,1000.0,1000.0,Agriculture,Agriculture,to buy fertilizer and seeds and pay for labour.,KE,male,2015-08-13,0.0,1.0,0.0,0.0,Neutral
708705,375.0,375.0,Farming,Agriculture,"to buy certified seed, fertilizer and herbicide needed in growing vegetables ",PH,male,2014-05-12,0.0,1.0,0.0,0.0,Neutral
1101103,400.0,400.0,Beauty Salon,Services,to buy cosmetic product for her daughter's beauty parlor business,PK,female,2016-06-17,0.0,1.0,0.0,0.0,Neutral
797346,575.0,575.0,Higher education costs,Education,to pay for his semester fees,JO,male,2014-11-12,0.0,1.0,0.0,0.0,Neutral
928184,450.0,875.0,Motorcycle Transport,Transportation,to purchase a new motorcycle and access different routes for wider coverage and additional income,KE,male,2015-08-05,0.0,1.0,0.0,0.0,Neutral
753186,675.0,675.0,Personal Housing Expenses,Housing,to repair and renovate her house. ,XK,female,2014-08-12,0.0,1.0,0.0,0.0,Neutral
763770,300.0,1150.0,General Store,Retail,to restock store with basic commodities.,PH,female,2014-09-03,0.0,1.0,0.0,0.0,Neutral
823808,500.0,500.0,Personal Housing Expenses,Housing,To make a toilet. ,KH,male,2015-01-05,0.0,1.0,0.0,0.0,Neutral
1200376,1075.0,1675.0,Retail,Retail,"to update her stock of cosmetics, nail polish, perfumes, body creams, personal care products and decorations for all occasions.",CO,female,2016-12-07,0.0,1.0,0.0,0.0,Neutral
922857,550.0,550.0,Pigs,Agriculture,to buy some pigs to raise,CO,female,2015-07-24,0.0,1.0,0.0,0.0,Neutral
760031,1400.0,1400.0,Higher education costs,Education,to pay for his sister's tuition ,TJ,male,2014-08-26,0.0,1.0,0.0,0.0,Neutral
694806,375.0,375.0,Higher education costs,Education,to pay for university fees.,PY,female,2014-04-08,0.0,1.0,0.0,0.0,Neutral
809684,350.0,350.0,Pharmacy,Health,to buy more stock of medicine,KE,female,2014-12-03,0.0,1.0,0.0,0.0,Neutral
1201463,1150.0,1150.0,Furniture Making,Manufacturing,"to pay for materials (recycled wood, nails, profiles) and tools (drill and  screwdriver) to improve his furniture making business ",AM,male,2016-12-09,0.0,1.0,0.0,0.0,Neutral
1149849,125.0,125.0,Home Appliances,Personal Use,to purchase a Pure It water dispenser.,PH,female,2016-09-14,0.0,1.0,0.0,0.0,Neutral
681385,1300.0,1300.0,Clothing Sales,Clothing,"to invest in working capital and stock her business (in which she buys and sells merchandise such as boxers, bikinis, shirts, socks, camisoles, shorts, children´s clothing and towels).",NI,female,2014-03-10,0.0,1.0,0.0,0.0,Neutral
808422,1200.0,1200.0,Motorcycle Transport,Transportation,To buy a motorbike for her work.  ,KH,female,2014-12-01,0.0,1.0,0.0,0.0,Neutral
750261,425.0,1725.0,Retail,Retail,"to purchase more toilet paper, sugar, pens and other essential items",UG,female,2014-08-06,0.0,1.0,0.0,0.0,Neutral
1250324,425.0,425.0,Fruits & Vegetables,Food,"to purchase 2 baskets of mangoes, 2 baskets of papayas, and 1 basket of mandarins.",TG,female,2017-03-03,0.0,1.0,0.0,0.0,Neutral
1039329,1925.0,1925.0,Furniture Making,Manufacturing,to purchase wood and other materials for manufacturing and reselling.,PK,male,2016-03-16,0.0,1.0,0.0,0.0,Neutral
735020,2275.0,2275.0,Retail,Retail,"buy various products (canned goods, liqueurs, peanut oil, etc.) ",BJ,"female, female, female, female, female, female, female, female, female, male, female, female, female, female, female, female, female, female, female, female",2014-07-04,0.0,1.0,0.0,0.0,Neutral
723019,725.0,725.0,Primary/secondary school costs,Education,to pay the tuition fee for her oldest daughter,VN,female,2014-06-11,0.0,1.0,0.0,0.0,Neutral
1207336,400.0,400.0,Home Energy,Personal Use,to buy a 50 W solar energy system with three lamps and accessories to be installed in his home.,NI,male,2016-12-20,0.0,1.0,0.0,0.0,Neutral
1230956,200.0,200.0,Food Stall,Food,to buy more stock of ingredients for preparing food,KE,female,2017-02-02,0.0,1.0,0.0,0.0,Neutral
1172563,400.0,400.0,Farming,Agriculture,to buy agricultural inputs and seeds,EC,male,2016-10-21,0.0,1.0,0.0,0.0,Neutral
838954,250.0,250.0,Clothing Sales,Clothing,"to buy more school uniforms, blouses, footwear, and other ready-to-wear clothing to sell.",PH,female,2015-02-11,0.0,1.0,0.0,0.0,Neutral
757186,600.0,600.0,Cosmetics Sales,Retail,to buy more cosmetic products to sell.,JO,female,2014-08-20,0.0,1.0,0.0,0.0,Neutral
1120033,500.0,500.0,Pigs,Agriculture,"to purchase pigs, balanced feed, vitamins, potatoes, and serum.",EC,female,2016-07-20,0.0,1.0,0.0,0.0,Neutral
734453,500.0,500.0,Fishing,Food,to buy fishing gear and other equipment.,PH,female,2014-07-04,0.0,1.0,0.0,0.0,Neutral
1142183,550.0,550.0,Personal Products Sales,Retail,to buy beauty products to sell.,PH,female,2016-08-30,0.0,1.0,0.0,0.0,Neutral
1001541,1200.0,1200.0,Farming,Agriculture,to buy farmland to cultivate rice.,KH,female,2015-12-29,0.0,1.0,0.0,0.0,Neutral
855628,500.0,500.0,Fruits & Vegetables,Food,to help her husband to purchase vegetables to sell,PK,female,2015-03-16,0.0,1.0,0.0,0.0,Neutral
932576,400.0,525.0,Agriculture,Agriculture,to buy the agricultural supplies that help his crops to withstand inclement weather.,CO,male,2015-08-14,0.0,1.0,0.0,0.0,Neutral
989484,250.0,250.0,Food Production/Sales,Food,to buy ingredients for her food production business.,PH,female,2015-12-03,0.0,1.0,0.0,0.0,Neutral
1181837,1000.0,1000.0,Livestock,Agriculture,to buy materials for building a pig pen and to buy a heifer.,SV,male,2016-11-08,0.0,1.0,0.0,0.0,Neutral
939355,250.0,250.0,Charcoal Sales,Retail,to purchase additional sacks of charcoal to resell.,PH,female,2015-08-27,0.0,1.0,0.0,0.0,Neutral
868444,1175.0,1625.0,Restaurant,Food,"To buy ingredients and supplies for her recipes, such as flour, rice, meat, etc.  She also wants to fix up her kitchen.",CO,female,2015-04-10,0.0,1.0,0.0,0.0,Neutral
1026759,225.0,225.0,Farming,Agriculture,"To purchase seeds, pesticides and manure for beans cultivation.",IN,female,2016-02-22,0.0,1.0,0.0,0.0,Neutral
1076326,900.0,900.0,Fish Selling,Food,to buy more fish to sell.,UG,female,2016-05-26,0.0,1.0,0.0,0.0,Neutral
1168965,100.0,100.0,Home Appliances,Personal Use,to buy a water filter which will provide safe drinking water for their family.,KH,"female, male",2016-10-17,0.0,1.0,0.0,0.0,Neutral
695288,1450.0,1450.0,Restaurant,Food,"to buy ingredients like limes, fish, salt, onions, lettuce, and other items.",PE,male,2014-04-08,0.0,1.0,0.0,0.0,Neutral
789053,175.0,175.0,General Store,Retail,to purchase more grocery goods and food supplies to sell in her store.,PH,female,2014-10-25,0.0,1.0,0.0,0.0,Neutral
1085727,10000.0,10000.0,Agriculture,Agriculture,"build a greenhouse to raise starts and seedlings, and hold classes to teach the community about sustainable agriculture. ",US,female,2014-11-15,0.0,1.0,0.0,0.0,Neutral
1059196,1550.0,1550.0,Poultry,Agriculture,to buy chickens among other things.,PE,female,2016-04-22,0.0,1.0,0.0,0.0,Neutral
949792,1475.0,1475.0,Livestock,Agriculture,to purchase three cows in order to increase her livestock headcount.,KG,female,2015-09-18,0.0,1.0,0.0,0.0,Neutral
